0.0,0,0,0,476.0932,88.81838
0.0,0.01,-0.01,-0.44,463.2181,50.86792
0.0,0.08,-0.03,-0.25,469.1437,185.93335
0.0,0.13,-0.04,-0.16,468.97842,185.1748
0.0,0.16,-0.05,-0.10,468.47696,185.57013
0.0,0.20,-0.06,-0.06,470.8805,186.44395
0.0,0.24,-0.06,-0.03,477.88068,179.6013
0.0,0.24,-0.06,-0.02,233.35567,55.780396
0.0,0.29,-0.06,0.01,459.81653,166.445
0.0,0.30,-0.06,0.01,324.28076,89.09363
0.0,0.35,-0.07,0.03,429.44708,154.66956
0.6089619583198392,0.36,-0.08,0.04,415.72064,174.16785
0.33860476706175274,0.41,-0.08,0.05,381.80347,152.93454
0.616407625530404,0.42,-0.07,0.05,417.8063,177.12952
0.33840604645959677,0.45,-0.07,0.06,381.20575,154.20218
0.6108859035632075,0.46,-0.07,0.06,405.589,177.34033
0.3451361414066942,0.51,-0.08,0.06,369.852,150.4201
0.6178829075227902,0.51,-0.08,0.06,408.00644,179.2909
0.0,0.56,-0.07,0.07,350.05914,146.24835
0.0,0.56,-0.07,0.07,436.86188,174.84998
0.35738357361612033,0.61,-0.07,0.07,407.3034,142.74557
0.0,0.62,-0.08,0.07,480.0,157.78748
0.35962144391517226,0.66,-0.07,0.07,395.05957,151.22195
0.3576481759042332,0.67,-0.07,0.07,480.0,164.1145
0.36072834768387657,0.73,-0.07,0.08,382.12427,144.28406
0.6253210035500817,0.74,-0.07,0.08,480.0,163.62738
0.3610841873832421,0.79,-0.08,0.08,381.25433,147.09991
0.36127447069294666,0.83,-0.08,0.08,383.84937,146.87872
0.3617206121201456,0.87,-0.07,0.07,379.75824,147.71667
0.36180894988360646,0.91,-0.08,0.08,377.18167,145.94974
0.36180894988360646,0.96,-0.08,0.08,376.29013,147.7829
0.3629546532318564,1.00,-0.08,0.08,374.41803,147.40997
0.36507838508911716,1.05,-0.08,0.08,380.06616,143.80103
0.36525421403182223,1.09,-0.08,0.08,376.537,143.08096
0.3641985784535332,1.13,-0.08,0.08,377.01355,143.29822
0.3549464827351244,1.18,-0.08,0.08,370.72522,144.34128
0.3481259283547001,1.22,-0.08,0.08,376.8617,151.82605
0.0,1.24,-0.08,0.08,478.51428,171.54535
